100	100	100	0	100	200	100	0	800	0	100	100	0	0	0	0	100	200	1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
500	500	200	200	600	200	400	200	1000	200	200	100	200	200	100	100	100	100	200	100	100	100	200	100	100	100	100	100	100	100	100	0	100	0	200	100	100
400	300	600	300	300	600	600	600	1700	700	800	600	400	500	500	300	300	400	1100	700	300	200	200	300	300	200	200	200	200	100	100	100	0	100	100	100	200
2400	2400	2400	2400	2700	2600	2100	3000	3100	2000	2000	2000	1700	1800	1600	1500	1500	1100	1200	1600	1100	1200	1300	1100	1400	1000	700	1100	1000	800	600	500	600	800	500	700	1300
1200	1300	800	1000	900	1100	1300	1000	1800	1000	1300	1700	1400	1300	1800	1300	1400	1100	1400	1200	800	1200	1300	1400	1200	1300	700	1000	1100	1100	1000	900	900	700	1000	900	1300
8200	8700	7700	7900	8100	7700	8100	8600	7200	7800	8000	7800	7200	6900	7800	7000	7300	6900	5800	5700	5700	5600	6000	4800	5300	4800	4500	4800	4600	5900	4500	3100	3400	4000	3900	3600	4200
2800	3500	2400	3300	2400	3100	2800	2500	3500	2900	3300	3200	3300	2600	3300	3100	2600	2900	2600	2800	2800	2200	3200	2700	3300	3300	2600	3600	3100	3100	3000	3000	3600	3400	3400	2500	3000
18400	19400	17300	19400	21800	20100	20000	20500	18400	19200	20500	21000	22400	15800	18000	16900	17500	17600	15200	16100	16100	15700	16900	16000	16900	16900	15100	15500	15500	14900	12800	15300	13400	14200	16100	12800	11800
5100	4600	3800	4500	4900	4100	4900	5200	6900	6300	6700	4600	6500	5300	6800	5400	6300	6400	4800	5400	5900	6000	4900	4300	5100	6500	5000	5800	5600	5000	4600	6200	6300	6800	8700	8000	8100
25100	25100	22600	24300	26000	26600	28500	30000	30500	29800	33300	31900	35100	32100	33700	32500	32000	37200	30100	34300	32000	35700	34100	28300	30100	30600	31900	29700	31100	27500	29400	31200	30400	33800	33800	35000	30900
6400	6700	5900	7100	6800	7000	7500	8500	11300	9300	10200	10500	10100	10200	11500	10800	11900	13600	11200	13000	13700	14900	12900	12400	14300	15200	14100	16200	14800	16400	16900	15500	16500	18000	16700	20300	17900
26400	28900	29000	28800	33500	33600	31900	36000	41100	42100	41900	41400	44900	49000	51500	49400	52600	57700	54100	64100	64800	67900	69600	64000	72400	75700	71900	74900	80400	82800	79300	82000	85800	90300	90200	96300	91700
