116014	121913	126806	128483	127478	128032	126375	125835	123898	120308	116756	115533	112705	108553	105608	102678	99730	99091	99147	100699	98890	95885	94924	93520	92528	93852	95678	96041	94916
106723	107046	106294	108966	115808	119331	125239	130512	132788	132013	132200	130786	130717	127297	124236	122334	121432	118360	115186	113683	110215	106047	105033	104586	104588	103861	102426	102010	101636
102654	104034	104741	107299	107508	108670	108755	108056	110977	117936	121639	127455	132502	133412	132324	132959	131748	131405	130128	127531	125271	123438	119697	116000	112959	109401	105589	104885	105026
115214	112489	109940	105176	103187	103121	104381	105003	107626	107777	109002	108928	108100	110336	117071	120893	126649	131582	134000	133454	134003	132579	132106	129989	126514	124287	122911	119500	116102
121601	118824	118217	119113	119711	118792	116130	113576	108535	106432	106249	107436	108264	107408	108156	110609	111267	110602	113468	120949	123942	128245	132675	134034	132902	133493	132046	131825	129956
147751	146404	143986	140995	135450	131308	128973	129020	130263	130968	129285	126761	126255	119975	117737	118231	119976	121991	126755	132022	131299	127132	123056	124013	129304	132504	137243	142427	143758
152133	154828	155296	155608	155684	154906	154607	152953	151047	146312	141827	138964	139579	138293	139648	141464	141031	141491	139144	142676	143048	141947	140686	141262	138954	137847	135596	132378	133775
130423	137016	143278	147994	151809	155495	158467	159515	161001	162187	162037	161663	160129	154963	149879	147117	145884	147400	149911	155109	156318	154097	152252	147408	144959	143795	143553	142776	143661
104452	113672	117088	121914	127357	132331	138535	144845	149792	153861	157640	160573	161909	160889	161981	161997	162499	161229	158996	155764	152995	150678	151213	152691	154320	154460	152466	150641	145974
64792	65353	74612	84040	92899	105077	113906	117197	122140	127638	132445	138536	144727	147831	151609	155343	158246	159593	160849	162905	163237	163002	161122	158312	153194	149607	147517	148095	149811
59522	63409	65828	66585	66989	64130	64546	73673	82934	91772	103766	112423	115719	117357	123183	128179	134543	140806	145713	149604	152721	155424	156561	157789	158734	158465	158202	156386	153908
49910	50531	50580	51736	54818	57559	61248	63558	64250	64589	61934	62358	71321	78448	87099	98576	107015	110336	114878	120448	124822	130717	136379	140813	144316	147860	150315	151320	152528
41095	42376	43111	44040	45026	46606	47365	47409	48562	51499	54023	57690	59769	58848	59623	57287	57981	66682	75256	83709	94796	102799	105781	110241	115217	119660	125130	130589	134928
29391	30427	31793	33415	35045	36600	37736	38577	39556	40484	42153	42805	42764	42892	45775	48270	51720	53773	54560	55350	53321	54115	62372	70525	78285	88697	96349	99351	103758
20513	21013	21579	22123	22938	23848	24993	26522	28188	29691	31122	31911	32621	32055	33149	34907	35870	36184	37508	40357	42887	46135	47890	48663	49438	47779	48691	56463	64029
13899	13879	13987	14091	14296	14624	14874	15296	15707	16561	17604	18975	20493	18112	20270	21812	23179	24370	25589	26745	28214	29123	29715	31164	33753	36126	38976	40524	41288
7028	7632	8075	8375	8565	8609	8561	8541	8614	8710	8872	9309	9929	10018	10562	11046	11601	12312	13200	14518	15532	16558	17496	18572	19515	20932	21884	22400	23779
3176	3463	3853	4270	4613	4981	5327	5663	5938	6067	6113	6452	6792	6714	7121	7437	7871	8270	8704	9209	9622	10249	11088	11922	12930	14002	14954	15934	17005
108035	113605	118945	120288	119544	120057	118773	117424	116174	112306	108949	107458	105093	101350	99211	96851	94749	94535	94742	97089	95542	92364	91749	89775	88841	89723	91482	91612	90612
